,zip,Total Population,Unemployment Rate,Per Capita Income,Percent Insured,hospital facilities,doctors,nml_emp,nml_inc,nml_ins,color_key_inc,color_key_emp,color_key_ins
488,21762,263,0,44925.0,100.0,,,1.0,0.1506898020655488,1.0,#463480,#fde725,#fde725
489,21766,413,4,23697.0,94.7,,,0.96,0.0794857259776808,0.9470000000000001,#481d6f,#e5e419,#dde318
490,21767,884,0,26299.0,95.4,,,1.0,0.08821349147516679,0.9540000000000001,#482071,#fde725,#e2e418
491,21769,8875,4,51635.0,97.4,,,0.96,0.17319683761056456,0.9740000000000001,#443b84,#e5e419,#efe51c
492,21770,4164,5,47358.0,96.6,,,0.95,0.1588506988585478,0.966,#453781,#dfe318,#eae51a
493,21771,23336,4,44484.0,96.4,,,0.96,0.14921057662957982,0.9640000000000001,#463480,#e5e419,#e7e419
494,21773,4572,4,40155.0,96.4,,,0.96,0.1346900167377209,0.9640000000000001,#472f7d,#e5e419,#e7e419
495,21774,9656,4,44816.0,97.8,,,0.96,0.15032418852241813,0.978,#463480,#e5e419,#f1e51d
496,21776,4337,4,35607.0,97.2,,,0.96,0.11943487550691144,0.972,#472a7a,#e5e419,#ece51b
497,21777,1327,5,43721.0,96.4,,,0.95,0.1466512818276652,0.9640000000000001,#46337f,#dfe318,#e7e419
498,21778,1154,10,42722.0,93.5,,,0.9,0.1433003833910824,0.935,#46327e,#bddf26,#d5e21a
499,21779,894,2,35401.0,100.0,,,0.98,0.11874389945292138,1.0,#472a7a,#f1e51d,#fde725
500,21780,1262,8,26057.0,93.8,,,0.92,0.08740176232436295,0.938,#482071,#cae11f,#d8e219
501,21781,130,0,9780.0,100.0,,,1.0,0.03280459130108108,1.0,#470d60,#fde725,#fde725
502,21782,3203,7,35184.0,96.4,,,0.9299999999999999,0.11801602661934935,0.9640000000000001,#472a7a,#d2e21b,#e7e419
503,21783,6969,3,32551.0,93.5,,,0.97,0.10918427928849592,0.935,#482677,#ece51b,#d5e21a
504,21784,31388,3,44209.0,97.7,,,0.97,0.14828815714003,0.977,#46337f,#ece51b,#f1e51d
505,21787,8309,4,32780.0,93.3,,,0.96,0.10995240315433923,0.9329999999999999,#482878,#e5e419,#d2e21b
506,21788,9441,6,33432.0,93.2,,,0.94,0.11213937590774463,0.932,#482878,#d8e219,#d2e21b
507,21790,66,0,62438.0,100.0,,,1.0,0.20943282941277097,1.0,#404688,#fde725,#fde725
508,21791,4494,5,37287.0,95.4,,,0.95,0.12507002002488857,0.9540000000000001,#472d7b,#dfe318,#e2e418
509,21793,8003,5,35793.0,93.6,,,0.95,0.12005876650711604,0.9359999999999999,#472a7a,#dfe318,#d5e21a
510,21794,1938,4,72770.0,98.8,,,0.96,0.24408896819833026,0.988,#3c508b,#e5e419,#f6e620
511,21795,7531,5,31405.0,94.7,,,0.95,0.1053403057065901,0.9470000000000001,#482576,#dfe318,#dde318
512,21797,6761,1,54785.0,96.2,,,0.99,0.18376273358177164,0.9620000000000001,#423f85,#f8e621,#e7e419
513,21798,1515,2,45739.0,95.5,,,0.98,0.15342016375461628,0.955,#453581,#f1e51d,#e2e418
514,21801,24234,8,30238.0,91.2,,,0.92,0.10142589281820957,0.912,#482475,#cae11f,#c5e021
515,21802,101,0,11454.0,89.1,,,1.0,0.03841961030292256,0.8909999999999999,#470e61,#fde725,#b8de29
516,21804,32910,6,25836.0,92.0,,,0.94,0.0866604724800338,0.92,#482071,#d8e219,#cae11f
517,21810,810,8,38692.0,95.4,,,0.92,0.12978274505331586,0.9540000000000001,#472e7c,#cae11f,#e2e418
518,21811,19239,6,37333.0,93.3,,,0.94,0.12522431564859507,0.9329999999999999,#472d7b,#d8e219,#d2e21b
519,21813,2336,0,37158.0,96.2,,,1.0,0.12463732142797246,0.9620000000000001,#472c7a,#fde725,#e7e419
520,21814,397,0,19653.0,95.7,,,1.0,0.06592112810226446,0.9570000000000001,#48186a,#fde725,#e2e418
521,21817,3851,11,20600.0,91.9,,,0.89,0.06909760539900513,0.919,#481a6c,#b5de2b,#cae11f
522,21821,859,5,27355.0,89.3,,,0.95,0.09175558231503812,0.893,#482173,#dfe318,#b8de29
523,21822,1912,6,33486.0,80.8,,,0.94,0.11232050555296533,0.8079999999999999,#482878,#d8e219,#7fd34e
524,21824,77,0,23647.0,100.0,,,1.0,0.0793180133432172,1.0,#481d6f,#fde725,#fde725
525,21826,4235,9,24731.0,89.5,,,0.91,0.08295402325838815,0.895,#481f70,#c2df23,#bade28
526,21829,391,0,32951.0,93.2,,,1.0,0.11052598036420476,0.932,#482878,#fde725,#d2e21b
527,21830,2928,6,28991.0,94.4,,,0.94,0.09724313971468726,0.9440000000000001,#482374,#d8e219,#dae319
528,21835,346,10,30845.0,81.5,,,0.9,0.10346192420059773,0.815,#482576,#bddf26,#84d44b
529,21837,2531,8,24363.0,93.2,,,0.92,0.08171965826873602,0.932,#481d6f,#cae11f,#d2e21b
530,21838,1400,1,29695.0,95.1,,,0.99,0.09960453360793482,0.951,#482475,#f8e621,#dfe318
531,21840,348,21,35513.0,100.0,,,0.79,0.11911957575411986,1.0,#472a7a,#75d054,#fde725
532,21841,931,8,26334.0,83.1,,,0.92,0.08833089031929131,0.831,#482071,#cae11f,#8ed645
533,21842,9729,7,40606.0,92.7,,,0.9299999999999999,0.13620278470058264,0.927,#472f7d,#d2e21b,#d0e11c
534,21849,2756,6,27556.0,94.4,,,0.94,0.0924297871055818,0.9440000000000001,#482173,#d8e219,#dae319
535,21850,1987,7,25616.0,93.8,,,0.9299999999999999,0.08592253688839395,0.938,#481f70,#d2e21b,#d8e219
536,21851,5640,9,23998.0,91.3,,,0.91,0.0804953560371517,0.9129999999999999,#481d6f,#c2df23,#c5e021
537,21853,10106,13,17155.0,93.0,,,0.87,0.057542204884462766,0.93,#481668,#a8db34,#d2e21b
538,21856,634,0,22668.0,95.3,,,1.0,0.07603419996041982,0.953,#481c6e,#fde725,#dfe318
539,21861,662,3,31438.0,94.0,,,0.97,0.10545099604533607,0.94,#482576,#ece51b,#d8e219
540,21862,150,38,15722.0,61.3,,,0.62,0.05273556078073586,0.613,#481467,#26ad81,#25ab82
541,21863,4013,10,26899.0,93.4,,,0.9,0.09022604308873004,0.934,#482173,#bddf26,#d5e21a
542,21864,647,0,20589.0,94.5,,,1.0,0.06906070861942314,0.945,#481a6c,#fde725,#dae319
543,21865,400,9,38649.0,90.2,,,0.91,0.12963851218767714,0.902,#472e7c,#c2df23,#bddf26
544,21866,58,17,21849.0,100.0,,,0.83,0.07328706700790598,1.0,#481b6d,#8ed645,#fde725
545,21867,6,0,,100.0,,,1.0,,1.0,#440154,#fde725,#fde725
546,21869,940,3,28222.0,89.0,,,0.97,0.09466371939663702,0.89,#482374,#ece51b,#b5de2b
547,21871,1637,2,25468.0,87.0,,,0.98,0.08542610749038168,0.87,#481f70,#f1e51d,#a8db34
548,21872,497,0,28931.0,81.5,,,1.0,0.09704188455333095,0.815,#482374,#fde725,#84d44b
549,21874,1652,13,23873.0,88.3,,,0.87,0.08007607445099268,0.883,#481d6f,#a8db34,#b2dd2d
550,21875,4782,9,28845.0,88.7,,,0.91,0.09675341882205354,0.887,#482374,#c2df23,#b5de2b
551,21890,2715,0,1308.0,0.0,,,1.0,0.004387362517567899,0.0,#440256,#fde725,#440154
552,21901,13789,5,33048.0,95.2,,,0.95,0.11085134287506415,0.9520000000000001,#482878,#dfe318,#dfe318
553,21902,228,0,14443.0,94.7,,,1.0,0.04844547159115685,0.9470000000000001,#471365,#fde725,#dde318
554,21903,4958,4,33816.0,95.8,,,0.96,0.11342740894042512,0.958,#482979,#e5e419,#e5e419
555,21904,5737,9,31074.0,96.1,,,0.91,0.10423004806644104,0.961,#482576,#c2df23,#e7e419
556,21911,8485,8,30331.0,95.1,,,0.92,0.10173783831831187,0.951,#482576,#cae11f,#dfe318
557,21912,809,0,28784.0,89.1,,,1.0,0.09654880940800795,0.8909999999999999,#482374,#fde725,#b8de29
558,21913,732,8,23630.0,91.2,,,0.92,0.07926099104749958,0.912,#481d6f,#cae11f,#c5e021
559,21914,626,6,38184.0,94.2,,,0.94,0.12807878468716563,0.9420000000000001,#472d7b,#d8e219,#dae319
560,21915,2348,4,42807.0,93.0,,,0.96,0.1435854948696705,0.93,#46327e,#e5e419,#d2e21b
561,21916,42,0,6679.0,100.0,,,1.0,0.022403053711648312,1.0,#46085c,#fde725,#fde725
562,21917,2037,1,34078.0,95.6,,,0.99,0.1143062231450144,0.956,#482979,#f8e621,#e2e418
563,21918,3218,6,34171.0,94.0,,,0.94,0.11461816864511672,0.94,#482979,#d8e219,#d8e219
564,21919,2672,0,51648.0,98.1,,,1.0,0.1732404428955251,0.981,#443b84,#fde725,#f4e61e
565,21920,245,0,20186.0,86.1,,,1.0,0.06770894478564649,0.861,#481a6c,#fde725,#a2da37
566,21921,35011,5,31198.0,93.8,,,0.95,0.10464597539991077,0.938,#482576,#dfe318,#d8e219
567,21930,205,0,34732.0,91.2,,,1.0,0.11649990440379836,0.912,#482979,#fde725,#c5e021
568,22003,49394,5,40869.0,83.1,26.0,83.0,0.95,0.1370849531578612,0.831,#46307e,#dfe318,#8ed645
569,22015,35796,3,47001.0,93.1,,,0.97,0.15765323064847767,0.9309999999999999,#453781,#ece51b,#d2e21b
570,22025,13440,4,48492.0,95.6,,,0.96,0.16265442140818237,0.956,#453882,#e5e419,#e2e418
571,22026,11640,5,31600.0,83.4,,,0.95,0.10599438498099815,0.8340000000000001,#482677,#dfe318,#90d743
572,22027,1871,11,62013.0,94.5,,8.0,0.89,0.20800727201983035,0.945,#404688,#b5de2b,#dae319
573,22030,48329,5,46182.0,91.3,,,0.95,0.15490609769596383,0.9129999999999999,#453581,#dfe318,#c5e021
574,22031,26723,3,51232.0,90.3,6.0,41.0,0.97,0.1718450737767879,0.903,#443a83,#ece51b,#c0df25
575,22032,25147,4,50116.0,94.1,,,0.96,0.16810172777556023,0.941,#443a83,#e5e419,#d8e219
576,22033,31781,3,52356.0,92.2,,,0.97,0.17561525379952975,0.922,#443b84,#ece51b,#cde11d
577,22035,0,0,0.0,0.0,,,1.0,0.0,0.0,#440154,#fde725,#440154
578,22039,14440,5,77573.0,97.0,,,0.95,0.2601994438649041,0.97,#3a548c,#dfe318,#ece51b
579,22041,22292,6,36343.0,78.6,1.0,10.0,0.94,0.1219036054862157,0.7859999999999999,#472c7a,#d8e219,#73d056
580,22042,27668,5,46190.0,85.6,16.0,58.0,0.95,0.15493293171747802,0.856,#453581,#dfe318,#a0da39
581,22043,20141,3,53940.0,90.5,,46.0,0.97,0.18092839005933672,0.905,#433e85,#ece51b,#c0df25
582,22044,10927,2,48193.0,88.1,2.0,46.0,0.98,0.16165149985409,0.8809999999999999,#453882,#f1e51d,#b0dd2f
583,22046,14247,4,62646.0,94.5,4.0,79.0,0.96,0.21013051397213958,0.945,#404688,#e5e419,#dae319
584,22060,6079,11,29790.0,96.6,,,0.89,0.09992318761341566,0.966,#482475,#b5de2b,#eae51a
585,22066,14222,5,98169.0,97.0,,,0.95,0.32928363225315216,0.97,#31678e,#dfe318,#ece51b
586,22079,26604,4,44815.0,92.2,,,0.96,0.15032083426972886,0.922,#463480,#e5e419,#cde11d
587,22101,22804,4,99658.0,97.8,,42.0,0.96,0.3342781145074783,0.978,#31688e,#e5e419,#f1e51d
588,22102,20216,5,82166.0,95.9,,38.0,0.95,0.27560552646673087,0.9590000000000001,#38598c,#dfe318,#e5e419
589,22124,14414,2,79657.0,97.1,,,0.98,0.26718970646934714,0.971,#39568c,#f1e51d,#ece51b
590,22125,652,2,64351.0,92.5,,,0.98,0.21584951480734849,0.925,#3f4889,#f1e51d,#cde11d
591,22134,5995,9,24163.0,97.3,,,0.91,0.08104880773088159,0.973,#481d6f,#c2df23,#efe51c
592,22150,22480,7,38767.0,86.2,,,0.9299999999999999,0.13003431400501125,0.862,#472e7c,#d2e21b,#a2da37
593,22151,14556,3,41605.0,89.3,2.0,33.0,0.97,0.13955368313716546,0.893,#46307e,#ece51b,#b8de29
594,22152,23098,4,48907.0,92.6,,,0.96,0.1640464362742303,0.9259999999999999,#453882,#e5e419,#d0e11c
595,22153,23862,3,50938.0,94.3,,,0.97,0.1708589234861419,0.943,#443a83,#ece51b,#dae319
596,22172,7332,6,34413.0,86.3,,,0.94,0.11542989779592056,0.863,#482979,#d8e219,#a2da37
597,22180,19330,2,64419.0,94.0,,,0.98,0.216077603990219,0.94,#3f4889,#f1e51d,#d8e219
598,22181,11697,3,67865.0,96.1,,,0.97,0.22763635875745064,0.961,#3e4c8a,#ece51b,#e7e419
599,22182,20539,4,73455.0,94.7,,39.0,0.96,0.24638663129048163,0.9470000000000001,#3b518b,#e5e419,#dde318
600,22185,0,0,0.0,0.0,,,1.0,0.0,0.0,#440154,#fde725,#440154
601,22191,52012,5,33966.0,83.1,,1.0,0.95,0.11393054684381593,0.831,#482979,#dfe318,#8ed645
602,22192,44192,4,40688.0,90.1,,,0.96,0.13647783342110295,0.9009999999999999,#472f7d,#e5e419,#bddf26
603,22193,62264,6,32825.0,86.1,,,0.94,0.11010334452535647,0.861,#482878,#d8e219,#a2da37
604,22201,33329,2,80446.0,93.1,3.0,30.0,0.98,0.26983621184118284,0.9309999999999999,#38588c,#f1e51d,#d2e21b
605,22202,21587,3,74032.0,94.7,,38.0,0.97,0.24832203509219164,0.9470000000000001,#3b518b,#ece51b,#dde318
606,22203,21141,2,62282.0,92.2,4.0,56.0,0.98,0.20890956599324453,0.922,#404688,#f1e51d,#cde11d
607,22204,45261,4,42153.0,85.8,7.0,75.0,0.96,0.14139181361088657,0.858,#46327e,#e5e419,#a0da39
608,22205,14312,2,71860.0,96.1,31.0,61.0,0.98,0.24103659825109264,0.961,#3c4f8a,#f1e51d,#e7e419
609,22206,17439,4,64341.0,92.4,,47.0,0.96,0.21581597228045576,0.924,#3f4889,#e5e419,#cde11d
610,22207,25894,2,83827.0,96.4,5.0,34.0,0.98,0.2811769401836118,0.9640000000000001,#375a8c,#f1e51d,#e7e419
611,22209,11330,3,86448.0,93.8,2.0,31.0,0.97,0.28996843648219395,0.938,#365d8d,#ece51b,#d8e219
612,22211,1026,0,20792.0,100.0,2.0,,1.0,0.06974162191534537,1.0,#481a6c,#fde725,#fde725
613,22213,2603,1,85118.0,97.7,,,0.99,0.2855072804054621,0.977,#365c8d,#f8e621,#f1e51d
614,22214,0,0,0.0,0.0,,,1.0,0.0,0.0,#440154,#fde725,#440154
615,22301,10433,2,73575.0,95.7,1.0,3.0,0.98,0.2467891416131943,0.9570000000000001,#3b518b,#f1e51d,#e2e418
616,22302,15839,2,65046.0,92.5,3.0,56.0,0.98,0.2181807204263926,0.925,#3f4889,#f1e51d,#cde11d
617,22303,12611,3,54665.0,89.2,,19.0,0.97,0.18336022325905899,0.892,#433e85,#ece51b,#b8de29
618,22304,40400,4,47468.0,84.8,19.0,120.0,0.96,0.15921966665436774,0.848,#453781,#e5e419,#9bd93c
619,22305,14156,2,45388.0,76.3,1.0,35.0,0.98,0.1522428210606818,0.763,#463480,#f1e51d,#65cb5e
620,22306,26902,5,33671.0,79.1,,45.0,0.95,0.11294104230048066,0.7909999999999999,#482878,#dfe318,#75d054
621,22307,8163,3,71325.0,97.1,,24.0,0.97,0.23924207306233208,0.971,#3c4f8a,#ece51b,#ece51b
622,22308,9766,2,67236.0,99.3,,,0.98,0.2255265338158985,0.993,#3e4a89,#f1e51d,#fbe723
623,22309,27565,6,35679.0,81.1,,,0.94,0.11967638170053903,0.8109999999999999,#472a7a,#d8e219,#81d34d
624,22310,25013,5,52187.0,93.4,,42.0,0.95,0.17504838509504275,0.934,#443b84,#dfe318,#d5e21a
625,22311,14430,4,36677.0,79.4,7.0,41.0,0.96,0.12302392588443258,0.794,#472c7a,#e5e419,#77d153
626,22312,26127,5,38157.0,77.8,,43.0,0.95,0.12798821986455527,0.778,#472d7b,#dfe318,#6ece58
627,22314,28925,3,82898.0,94.5,,74.0,0.97,0.27806083943527804,0.945,#375a8c,#ece51b,#dae319
628,22315,23013,4,53905.0,95.7,,16.0,0.96,0.1808109912152122,0.9570000000000001,#433e85,#e5e419,#e2e418
629,22401,22773,5,32359.0,89.2,,,0.95,0.10854026277215567,0.892,#482677,#dfe318,#b8de29
630,22405,23695,3,36104.0,93.3,,,0.97,0.12110193909347967,0.9329999999999999,#472c7a,#ece51b,#d2e21b
631,22406,19188,4,38148.0,92.8,,,0.96,0.12795803159035182,0.9279999999999999,#472d7b,#e5e419,#d0e11c
632,22407,45547,5,32917.0,91.2,,,0.95,0.1104119357727695,0.912,#482878,#dfe318,#c5e021
633,22408,22490,6,34960.0,90.7,,,0.94,0.1172646740169524,0.907,#472a7a,#d8e219,#c2df23
634,22427,4142,3,26321.0,90.2,,,0.97,0.08828728503433078,0.902,#482071,#ece51b,#bddf26
635,22432,159,0,20842.0,54.7,,,1.0,0.06990933454980898,0.547,#481a6c,#fde725,#1e9c89
636,22433,295,0,24057.0,82.1,,,1.0,0.08069325694581876,0.821,#481d6f,#fde725,#89d548
637,22435,1986,8,24512.0,90.4,,,0.92,0.08221944191943756,0.904,#481f70,#cae11f,#c0df25
638,22436,581,2,38374.0,89.8,,,0.98,0.1287160926981273,0.898,#472d7b,#f1e51d,#bade28
639,22437,810,0,20362.0,86.6,,,1.0,0.06829929325895837,0.866,#481a6c,#fde725,#a5db36
640,22438,171,0,56211.0,68.9,,,1.0,0.18854589791667364,0.6890000000000001,#424086,#fde725,#3fbc73
641,22443,6757,5,30291.0,87.8,,,0.95,0.10160366821074099,0.878,#482576,#dfe318,#addc30
642,22448,392,5,24415.0,97.4,,,0.95,0.08189407940857817,0.9740000000000001,#481d6f,#dfe318,#efe51c
643,22454,1467,3,26024.0,94.6,,,0.97,0.08729107198561696,0.946,#482071,#ece51b,#dde318
644,22460,1242,5,26063.0,88.7,,,0.95,0.08742188784049858,0.887,#482071,#dfe318,#b5de2b
645,22469,1082,3,20653.0,82.9,,,0.97,0.06927538079153656,0.8290000000000001,#481a6c,#ece51b,#8ed645
646,22473,4815,9,31392.0,86.0,,,0.91,0.10529670042162956,0.86,#482576,#c2df23,#a2da37
647,22476,553,8,26136.0,97.1,,,0.92,0.08766674828681544,0.971,#482071,#cae11f,#ece51b
648,22480,663,6,48173.0,97.7,,,0.94,0.16158441480030455,0.977,#453882,#d8e219,#f1e51d
649,22482,2536,4,34994.0,93.6,,,0.96,0.11737871860838764,0.9359999999999999,#472a7a,#e5e419,#d5e21a
650,22485,19357,5,35951.0,92.4,,,0.95,0.12058873843202104,0.924,#472a7a,#dfe318,#cde11d
651,22488,954,18,30797.0,98.3,,,0.8200000000000001,0.10330092007151266,0.983,#482576,#86d549,#f4e61e
652,22503,3258,3,33514.0,86.4,,,0.97,0.11241442462826494,0.8640000000000001,#482878,#ece51b,#a5db36
653,22504,364,3,29754.0,98.3,,,0.97,0.09980243451660187,0.983,#482475,#ece51b,#f4e61e
654,22508,11514,6,35808.0,91.1,,,0.94,0.12010908029745512,0.9109999999999999,#472a7a,#d8e219,#c5e021
655,22509,44,0,,100.0,,,1.0,,1.0,#440154,#fde725,#fde725
656,22511,946,2,37684.0,89.8,,,0.98,0.1264016583425296,0.898,#472d7b,#f1e51d,#bade28
657,22514,2059,4,32184.0,92.4,,,0.96,0.10795326855153306,0.924,#482677,#e5e419,#cde11d
658,22520,5258,6,35429.0,87.9,,,0.94,0.118837818528221,0.879,#472a7a,#d8e219,#b0dd2f
659,22529,116,0,25078.0,100.0,,,1.0,0.08411794894156556,1.0,#481f70,#fde725,#fde725
660,22530,12,0,,100.0,,,1.0,,1.0,#440154,#fde725,#fde725
661,22534,2693,13,23366.0,82.6,,,0.87,0.07837546833753174,0.826,#481d6f,#a8db34,#8bd646
662,22535,475,1,27685.0,90.2,,,0.99,0.09286248570249792,0.902,#482173,#f8e621,#bddf26
663,22538,118,0,36421.0,94.3,,,1.0,0.12216523719597892,0.943,#472c7a,#fde725,#dae319
664,22539,1897,2,39700.0,94.2,,,0.98,0.13316383176410213,0.9420000000000001,#472f7d,#f1e51d,#dae319
665,22542,1819,8,29098.0,94.5,,,0.92,0.09760204475243937,0.945,#482374,#cae11f,#dae319
666,22546,11906,7,28638.0,93.2,,,0.9299999999999999,0.09605908851537422,0.932,#482374,#d2e21b,#d2e21b
667,22548,226,0,11228.0,93.3,,,1.0,0.03766154919514707,0.9329999999999999,#470e61,#fde725,#d2e21b
668,22551,14978,4,34540.0,90.3,,,0.96,0.11585588788745811,0.903,#482979,#e5e419,#c0df25
669,22553,10989,4,36167.0,93.0,,,0.96,0.12131325701290381,0.93,#472c7a,#e5e419,#d2e21b
670,22554,41830,4,41210.0,92.2,,,0.96,0.13822875332490298,0.922,#46307e,#e5e419,#cde11d
671,22556,21811,4,40133.0,91.2,,,0.96,0.13461622317855693,0.912,#472f7d,#e5e419,#c5e021
672,22560,4822,8,24027.0,87.6,,,0.92,0.0805926293651406,0.8759999999999999,#481d6f,#cae11f,#addc30
673,22567,2169,14,23562.0,90.5,,,0.86,0.07903290186462907,0.905,#481d6f,#a2da37,#c0df25
674,22572,6259,8,21818.0,86.0,,,0.92,0.07318308517453855,0.86,#481b6d,#cae11f,#a2da37
675,22576,1739,7,26997.0,85.0,,,0.9299999999999999,0.09055475985227872,0.85,#482173,#d2e21b,#9bd93c
676,22578,2191,5,41130.0,91.2,,,0.95,0.1379604131097612,0.912,#46307e,#dfe318,#c5e021
677,22579,47,0,,100.0,,,1.0,,1.0,#440154,#fde725,#fde725
678,22580,4148,4,26564.0,86.6,,,0.96,0.08910236843782389,0.866,#482071,#e5e419,#a5db36
679,22601,22896,4,28486.0,83.6,,,0.96,0.09554924210660486,0.836,#482374,#e5e419,#93d741
680,22602,23130,4,33867.0,90.7,,,0.96,0.113598475827578,0.907,#482979,#e5e419,#c2df23
681,22603,12801,3,33198.0,87.9,,,0.97,0.11135448077845496,0.879,#482878,#ece51b,#b0dd2f
682,22610,1639,2,27998.0,87.9,,,0.98,0.09391236679424007,0.879,#482374,#f1e51d,#b0dd2f
683,22611,7314,3,35603.0,84.2,,,0.97,0.11942145849615435,0.8420000000000001,#472a7a,#ece51b,#95d840
684,22620,2075,1,42074.0,92.5,,,0.99,0.14112682764843407,0.925,#46327e,#f8e621,#cde11d
685,22623,559,0,40820.0,99.1,,,1.0,0.13692059477608687,0.991,#46307e,#fde725,#f8e621
686,22624,2167,4,31579.0,90.3,,,0.96,0.10592394567452344,0.903,#482677,#e5e419,#c0df25
687,22625,2858,5,36533.0,95.2,,,0.95,0.1225409134971774,0.9520000000000001,#472c7a,#dfe318,#dfe318
688,22627,512,2,33400.0,71.5,,,0.98,0.11203203982168793,0.715,#482878,#f1e51d,#4cc26c
689,22630,25830,6,28748.0,87.5,,,0.94,0.09642805631119415,0.875,#482374,#d8e219,#addc30
690,22637,1668,2,27988.0,95.8,,,0.98,0.09387882426734735,0.958,#482374,#f1e51d,#e5e419
691,22639,304,0,52692.0,91.5,,,1.0,0.17674228270312517,0.915,#433d84,#fde725,#c8e020
692,22640,505,5,46249.0,78.3,,,0.95,0.15513083262614505,0.7829999999999999,#453581,#dfe318,#70cf57
693,22641,342,0,23104.0,97.8,,,1.0,0.07749665413294245,0.978,#481c6e,#fde725,#f1e51d
694,22642,3459,6,35671.0,92.2,,,0.94,0.11964954767902485,0.922,#472a7a,#d8e219,#cde11d
695,22643,219,0,26621.0,95.9,,,1.0,0.08929356084111241,0.9590000000000001,#482071,#fde725,#e5e419
696,22644,2004,3,28961.0,92.3,,,0.97,0.09714251213400911,0.9229999999999999,#482374,#ece51b,#cde11d
697,22645,3258,3,34923.0,91.8,,,0.97,0.11714056666744932,0.9179999999999999,#482979,#ece51b,#cae11f
698,22646,102,0,112153.0,100.0,,,1.0,0.3761895018599331,1.0,#2c728e,#fde725,#fde725
699,22650,531,13,30828.0,86.1,,,0.87,0.10340490190488011,0.861,#482576,#a8db34,#a2da37
700,22652,1051,8,33084.0,86.9,,,0.92,0.11097209597187795,0.8690000000000001,#482878,#cae11f,#a8db34
701,22654,1040,13,34986.0,92.7,,,0.87,0.11735188458687347,0.927,#472a7a,#a8db34,#d0e11c
702,22655,16022,3,30977.0,91.1,,,0.97,0.10390468555558165,0.9109999999999999,#482576,#ece51b,#c5e021
703,22656,2441,2,29117.0,94.6,,,0.98,0.09766577555353555,0.946,#482475,#f1e51d,#dde318
704,22657,8070,4,28797.0,92.3,,,0.96,0.09659241469296848,0.9229999999999999,#482374,#e5e419,#cde11d
705,22660,1693,4,24252.0,86.8,,,0.96,0.08134733622022682,0.868,#481d6f,#e5e419,#a8db34
706,22663,1326,4,40098.0,69.8,,,0.96,0.13449882433443242,0.698,#472f7d,#e5e419,#42be71
707,22664,7023,6,26455.0,86.7,,,0.94,0.08873675489469324,0.867,#482071,#d8e219,#a5db36
708,22701,25632,5,29078.0,87.4,,,0.95,0.09753495969865394,0.8740000000000001,#482374,#dfe318,#aadc32
709,22709,830,2,27036.0,79.7,,,0.98,0.09068557570716032,0.797,#482173,#f1e51d,#7ad151
710,22711,40,0,53518.0,100.0,,,1.0,0.17951289542446391,1.0,#433d84,#fde725,#fde725
711,22712,6684,5,32190.0,87.5,,,0.95,0.10797339406766869,0.875,#482677,#dfe318,#addc30
712,22713,1165,2,30042.0,89.6,,,0.98,0.10076845929111224,0.8959999999999999,#482475,#f1e51d,#bade28
713,22714,700,11,50242.0,92.3,,,0.89,0.16852436361440853,0.9229999999999999,#443a83,#b5de2b,#cde11d
714,22715,1010,2,31316.0,98.7,,,0.98,0.10504177721724488,0.987,#482576,#f1e51d,#f6e620
715,22716,753,0,32225.0,71.6,,,1.0,0.10809079291179322,0.716,#482677,#fde725,#4cc26c
716,22718,567,0,31464.0,87.0,,,1.0,0.10553820661525716,0.87,#482677,#fde725,#a8db34
717,22719,293,7,17463.0,74.5,,,0.9299999999999999,0.05857531471275857,0.745,#481668,#d2e21b,#5ac864
718,22720,831,0,37608.0,93.2,,,1.0,0.1261467351381449,0.932,#472d7b,#fde725,#d2e21b
719,22722,339,20,30073.0,87.7,,,0.8,0.10087244112447967,0.877,#482475,#7ad151,#addc30
720,22723,115,0,36046.0,91.3,,,1.0,0.12090739243750188,0.9129999999999999,#472a7a,#fde725,#c5e021
721,22724,1852,6,44372.0,95.5,,,0.94,0.14883490032838134,0.955,#463480,#d8e219,#e2e418
722,22726,591,15,25326.0,82.3,,,0.85,0.08494980360850504,0.823,#481f70,#9bd93c,#89d548
723,22727,3979,2,31034.0,83.6,,,0.98,0.10409587795887015,0.836,#482576,#f1e51d,#93d741
724,22728,2431,2,43912.0,93.3,,,0.98,0.14729194409131618,0.9329999999999999,#46337f,#f1e51d,#d2e21b
725,22729,1146,0,5976.0,93.0,,,1.0,0.020045014071090033,0.93,#46085c,#fde725,#d2e21b
726,22730,186,0,16401.0,100.0,,,1.0,0.05501309835675161,1.0,#481668,#fde725,#fde725
727,22731,18,0,15602.0,100.0,,,1.0,0.0523330504580232,1.0,#481467,#fde725,#fde725
728,22732,204,0,23670.0,83.5,,,1.0,0.07939516115507046,0.835,#481d6f,#fde725,#90d743
729,22733,1458,13,25838.0,75.2,,,0.87,0.08666718098541236,0.752,#482071,#a8db34,#5ec962
730,22734,2717,6,26366.0,84.7,,,0.94,0.08843822640534801,0.847,#482071,#d8e219,#98d83e
731,22735,2705,7,32109.0,91.8,,,0.9299999999999999,0.10770169959983765,0.9179999999999999,#482677,#d2e21b,#cae11f
732,22736,612,20,27640.0,91.3,,,0.8,0.09271154433148067,0.9129999999999999,#482173,#7ad151,#c5e021
733,22737,2490,4,24831.0,89.5,,,0.96,0.08328944852731536,0.895,#481f70,#e5e419,#bade28
