,zip,Total Population,Unemployment Rate,Per Capita Income,Percent Insured,hospital facilities,doctors,nml_emp,nml_inc,nml_ins,color_key_inc,color_key_emp,color_key_ins
242,20880,435,4,53245.0,98.1,,,0.96,0.17859718444029263,0.981,#433d84,#e5e419,#f4e61e
243,20882,10887,3,58702.0,96.9,,,0.97,0.19690134136565043,0.9690000000000001,#414287,#ece51b,#ece51b
244,20886,26761,5,36527.0,88.3,,,0.95,0.12252078798104177,0.883,#472c7a,#dfe318,#b2dd2d
245,20895,15418,3,63452.0,95.6,,43.0,0.97,0.21283404163969288,0.956,#3f4788,#ece51b,#e2e418
246,20896,692,5,77368.0,98.8,,,0.95,0.25951182206360335,0.988,#3a548c,#dfe318,#f6e620
247,20899,242,4,29242.0,83.8,,,0.96,0.09808505713969456,0.838,#482475,#e5e419,#93d741
248,20901,28412,6,43834.0,88.1,2.0,68.0,0.94,0.14703031238155295,0.8809999999999999,#46337f,#d8e219,#b0dd2f
249,20902,40764,7,33926.0,83.8,3.0,7.0,0.9299999999999999,0.11379637673624504,0.838,#482979,#d2e21b,#93d741
250,20903,19547,9,24013.0,74.8,4.0,57.0,0.91,0.08054566982749078,0.748,#481d6f,#c2df23,#5cc863
251,20904,46737,8,37118.0,89.4,,26.0,0.92,0.12450315132040157,0.894,#472c7a,#cae11f,#b8de29
252,20905,15100,6,44742.0,92.9,,,0.94,0.150075973823412,0.929,#463480,#d8e219,#d0e11c
253,20906,56486,6,34469.0,86.0,,,0.94,0.11561773594651979,0.86,#482979,#d8e219,#a2da37
254,20910,35775,5,49902.0,94.0,17.0,66.0,0.95,0.167383917700056,0.94,#443983,#dfe318,#d8e219
255,20912,20481,7,37835.0,85.3,8.0,59.0,0.9299999999999999,0.12690815049860965,0.853,#472d7b,#d2e21b,#9dd93b
256,21001,19746,6,31155.0,94.1,,,0.94,0.10450174253427208,0.941,#482576,#d8e219,#d8e219
257,21005,1857,5,28370.0,99.4,,,0.95,0.09516014879464929,0.9940000000000001,#482374,#dfe318,#fbe723
258,21009,23659,4,38446.0,95.7,,,0.96,0.1289575988917549,0.9570000000000001,#472e7c,#e5e419,#e2e418
259,21010,182,0,50617.0,100.0,,,1.0,0.16978220837288557,1.0,#443a83,#fde725,#fde725
260,21012,16531,3,50254.0,96.0,,,0.97,0.1685646146466798,0.96,#443a83,#ece51b,#e5e419
261,21013,4186,3,50122.0,99.1,,,0.97,0.16812185329169588,0.991,#443a83,#ece51b,#f8e621
262,21014,28610,4,40092.0,96.8,,,0.96,0.13447869881829677,0.968,#472f7d,#e5e419,#eae51a
263,21015,22784,5,45947.0,97.1,,,0.95,0.1541178483139849,0.971,#453581,#dfe318,#ece51b
264,21017,5312,5,36554.0,95.3,,,0.95,0.12261135280365211,0.953,#472c7a,#dfe318,#dfe318
265,21028,2461,5,50357.0,97.8,,,0.95,0.16891010267367482,0.978,#443a83,#dfe318,#f1e51d
266,21029,8771,3,67058.0,97.2,,,0.97,0.22492947683720804,0.972,#3e4a89,#ece51b,#ece51b
267,21030,20095,4,43660.0,90.1,,,0.96,0.1464466724136196,0.9009999999999999,#46337f,#e5e419,#bddf26
268,21031,0,0,0.0,0.0,,,1.0,0.0,0.0,#440154,#fde725,#440154
269,21032,6953,9,68901.0,96.4,,,0.91,0.23111136454353653,0.9640000000000001,#3d4d8a,#c2df23,#e7e419
270,21034,2919,7,37462.0,93.8,,,0.9299999999999999,0.12565701424551118,0.938,#472d7b,#d2e21b,#d8e219
271,21035,6194,4,66626.0,99.1,,,0.96,0.2234804396754425,0.991,#3e4a89,#e5e419,#f8e621
272,21036,1967,3,57742.0,98.9,,,0.97,0.19368125878394923,0.9890000000000001,#424186,#ece51b,#f8e621
273,21037,17728,6,50460.0,94.0,,,0.94,0.16925559070066984,0.94,#443a83,#d8e219,#d8e219
274,21040,18532,7,25328.0,93.8,,,0.9299999999999999,0.08495651211388358,0.938,#481f70,#d2e21b,#d8e219
275,21042,31451,3,62235.0,96.8,,,0.97,0.20875191611684873,0.968,#404688,#ece51b,#eae51a
276,21043,36953,3,48890.0,96.0,,,0.97,0.16398941397851266,0.96,#453882,#ece51b,#e5e419
277,21044,35699,5,53414.0,94.8,,1.0,0.95,0.17916405314477962,0.948,#433d84,#dfe318,#dde318
278,21045,31346,4,42082.0,95.5,,,0.96,0.14115366166994825,0.955,#46327e,#e5e419,#e2e418
279,21046,12610,5,48771.0,95.7,,,0.95,0.16359025790848927,0.9570000000000001,#453882,#dfe318,#e2e418
280,21047,9857,2,43747.0,96.5,,,0.98,0.14673849239758627,0.965,#46337f,#f1e51d,#eae51a
281,21048,8613,3,49253.0,97.0,,,0.97,0.16520700770471844,0.97,#443983,#ece51b,#ece51b
282,21050,14403,4,41850.0,97.7,,,0.96,0.14037547504603712,0.977,#46307e,#e5e419,#f1e51d
283,21051,305,4,52764.0,100.0,,,0.96,0.17698378889675276,1.0,#433d84,#e5e419,#fde725
284,21052,208,11,35845.0,66.9,,,0.89,0.1202331876469582,0.669,#472a7a,#b5de2b,#37b878
285,21053,2888,8,53958.0,88.7,,,0.92,0.18098876660774363,0.887,#433e85,#cae11f,#b5de2b
286,21054,8272,3,51951.0,97.1,,,0.97,0.17425678146037454,0.971,#443b84,#ece51b,#ece51b
287,21056,219,0,298129.0,100.0,,,1.0,1.0,1.0,#fde725,#fde725,#fde725
288,21057,3454,3,57813.0,98.6,,,0.97,0.19391941072488755,0.986,#424186,#ece51b,#f6e620
289,21060,26354,5,33220.0,92.4,,,0.95,0.11142827433761895,0.924,#482878,#dfe318,#cde11d
290,21061,43340,7,31150.0,92.1,,,0.9299999999999999,0.10448497127082572,0.9209999999999999,#482576,#d2e21b,#cae11f
291,21071,365,12,69474.0,100.0,,,0.88,0.23303335133448944,1.0,#3d4d8a,#b0dd2f,#fde725
292,21074,12220,5,40023.0,96.9,,,0.95,0.134247255382737,0.9690000000000001,#472f7d,#dfe318,#ece51b
293,21075,23913,3,41396.0,93.4,,,0.97,0.13885264432510758,0.934,#46307e,#ece51b,#d5e21a
294,21076,13777,3,51478.0,96.3,,,0.97,0.17267021993834883,0.963,#443b84,#ece51b,#e7e419
295,21077,228,0,69553.0,94.2,,,1.0,0.23329833729694194,0.9420000000000001,#3d4d8a,#fde725,#dae319
296,21078,15104,8,41351.0,96.8,,,0.92,0.13870170295409034,0.968,#46307e,#cae11f,#eae51a
297,21082,384,0,72879.0,100.0,,,1.0,0.24445458174146092,1.0,#3c508b,#fde725,#fde725
298,21084,6446,4,38839.0,96.5,,,0.96,0.13027582019863884,0.965,#472e7c,#e5e419,#eae51a
299,21085,13278,5,33703.0,96.4,,,0.95,0.11304837838653738,0.9640000000000001,#482878,#dfe318,#e7e419
300,21087,4715,4,49376.0,96.6,,,0.96,0.1656195807854989,0.966,#443983,#e5e419,#eae51a
301,21090,8365,3,37358.0,94.5,,,0.97,0.1253081719658269,0.945,#472d7b,#ece51b,#dae319
302,21093,31582,3,51746.0,97.2,,,0.97,0.17356915965907377,0.972,#443b84,#ece51b,#ece51b
303,21102,8687,3,37151.0,97.9,,,0.97,0.12461384165914755,0.9790000000000001,#472c7a,#ece51b,#f1e51d
304,21104,4012,1,54633.0,97.7,,,0.99,0.18325288717300228,0.977,#433e85,#f8e621,#f1e51d
305,21105,25,0,,100.0,,,1.0,,1.0,#440154,#fde725,#fde725
306,21108,14885,3,49901.0,96.4,,,0.97,0.16738056344736674,0.9640000000000001,#443983,#ece51b,#e7e419
307,21111,3689,1,56656.0,98.3,,,0.99,0.19003854036339973,0.983,#424086,#f8e621,#f4e61e
308,21113,25997,4,45558.0,95.2,,,0.96,0.15281304401785803,0.9520000000000001,#453581,#e5e419,#dfe318
309,21114,20361,3,49426.0,97.1,,,0.97,0.1657872934199625,0.971,#443983,#ece51b,#ece51b
310,21117,47233,4,41032.0,91.7,,,0.96,0.13763169634621256,0.917,#46307e,#e5e419,#c8e020
311,21120,5842,3,47056.0,98.2,,,0.97,0.15783771454638765,0.982,#453781,#ece51b,#f4e61e
312,21122,49592,5,37833.0,95.4,,,0.95,0.1269014419932311,0.9540000000000001,#472d7b,#dfe318,#e2e418
313,21128,10796,2,41693.0,98.0,,,0.98,0.1398488573738214,0.98,#46307e,#f1e51d,#f1e51d
314,21130,257,0,22673.0,68.2,,,1.0,0.07605097122386618,0.682,#481c6e,#fde725,#3bbb75
315,21131,5817,3,61631.0,98.8,,,0.97,0.2067259474925284,0.988,#404588,#ece51b,#f6e620
316,21132,2423,1,37731.0,97.2,,,0.99,0.12655930821892536,0.972,#472d7b,#f8e621,#ece51b
317,21133,26379,7,32807.0,95.2,,,0.9299999999999999,0.11004296797694958,0.9520000000000001,#482878,#d2e21b,#dfe318
318,21136,27108,5,43043.0,91.7,,,0.95,0.14437709850433872,0.917,#46327e,#dfe318,#c8e020
319,21140,2576,4,54422.0,95.9,,,0.96,0.1825451398555659,0.9590000000000001,#433e85,#e5e419,#e5e419
320,21144,26438,7,38183.0,93.8,,,0.9299999999999999,0.12807543043447636,0.938,#472d7b,#d2e21b,#d8e219
321,21146,21387,3,53905.0,98.3,,,0.97,0.1808109912152122,0.983,#433e85,#ece51b,#f4e61e
322,21152,4558,1,53239.0,94.4,,,0.99,0.17857705892415698,0.9440000000000001,#433d84,#f8e621,#dae319
323,21153,270,0,142504.0,93.5,,,1.0,0.47799442523203045,0.935,#228b8d,#fde725,#d5e21a
324,21154,4869,3,36522.0,95.8,,,0.97,0.12250401671759541,0.958,#472c7a,#ece51b,#e5e419
325,21155,2362,4,43029.0,95.1,,,0.96,0.14433013896668892,0.951,#46327e,#e5e419,#dfe318
326,21156,303,4,55341.0,100.0,,,0.96,0.18562769807700694,1.0,#423f85,#e5e419,#fde725
327,21157,30171,4,35120.0,95.7,,,0.96,0.11780135444723593,0.9570000000000001,#472a7a,#e5e419,#e2e418
328,21158,16292,3,37401.0,96.1,,,0.97,0.12545240483146558,0.961,#472d7b,#ece51b,#e7e419
329,21160,2254,5,32256.0,95.2,,,0.95,0.10819477474516065,0.9520000000000001,#482677,#dfe318,#dfe318
330,21161,4614,3,40023.0,98.3,,,0.97,0.134247255382737,0.983,#472f7d,#ece51b,#f4e61e
331,21162,3224,9,33809.0,94.8,,,0.91,0.1134039291716002,0.948,#482979,#c2df23,#dde318
332,21163,5958,3,58434.0,93.6,,,0.97,0.19600240164492552,0.9359999999999999,#414287,#ece51b,#d5e21a
333,21201,14472,6,30798.0,94.3,,,0.94,0.10330427432420194,0.943,#482576,#d8e219,#dae319
334,21202,19455,9,28033.0,93.4,,,0.91,0.0940297656383646,0.934,#482374,#c2df23,#d5e21a
335,21204,18638,4,46661.0,95.7,,,0.96,0.15651278473412517,0.9570000000000001,#453781,#e5e419,#e2e418
336,21205,10805,18,15199.0,88.5,,,0.8200000000000001,0.05098128662424655,0.885,#481467,#86d549,#b2dd2d
337,21206,40151,7,25884.0,93.2,,,0.9299999999999999,0.08682147660911887,0.932,#482071,#d2e21b,#d2e21b
338,21207,39795,8,28352.0,92.4,,,0.92,0.0950997722462424,0.924,#482374,#cae11f,#cde11d
339,21208,30154,4,44600.0,95.2,,,0.96,0.14959966994153537,0.9520000000000001,#463480,#e5e419,#dfe318
340,21209,21285,3,49072.0,97.1,,,0.97,0.16459988796796018,0.971,#443983,#ece51b,#ece51b
341,21210,13462,3,58576.0,96.8,,,0.97,0.19647870552680216,0.968,#414287,#ece51b,#eae51a
342,21211,14478,5,41121.0,94.6,,,0.95,0.13793022483555775,0.946,#46307e,#dfe318,#dde318
343,21212,26175,8,43695.0,94.1,,,0.92,0.14656407125774412,0.941,#46337f,#cae11f,#d8e219
344,21213,24143,16,18616.0,92.5,,,0.84,0.06244276806348929,0.925,#481769,#95d840,#cde11d
345,21214,16939,9,31808.0,94.0,,,0.91,0.10669206954036675,0.94,#482677,#c2df23,#d8e219
346,21215,47366,14,21914.0,91.0,,,0.86,0.07350509343270865,0.91,#481b6d,#a2da37,#c2df23
347,21216,24292,13,20716.0,91.9,,,0.87,0.06948669871096069,0.919,#481a6c,#a8db34,#cae11f
348,21217,28574,11,20689.0,91.4,,,0.89,0.06939613388835035,0.914,#481a6c,#b5de2b,#c5e021
349,21218,42199,11,27652.0,93.2,,,0.89,0.09275179536375193,0.932,#482173,#b5de2b,#d2e21b
350,21219,7927,7,34469.0,95.8,,,0.9299999999999999,0.11561773594651979,0.958,#482979,#d2e21b,#e5e419
351,21220,32105,6,30731.0,90.6,,,0.94,0.1030795393940207,0.9059999999999999,#482576,#d8e219,#c0df25
352,21221,33534,7,26828.0,90.6,,,0.9299999999999999,0.08998789114779172,0.9059999999999999,#482173,#d2e21b,#c0df25
353,21222,43899,8,24120.0,91.8,,,0.92,0.0809045748652429,0.9179999999999999,#481d6f,#cae11f,#cae11f
354,21223,17904,15,17093.0,89.6,,,0.85,0.0573342412177279,0.8959999999999999,#481668,#9bd93c,#bade28
355,21224,41193,5,35574.0,85.1,,,0.95,0.11932418516816545,0.851,#472a7a,#dfe318,#9bd93c
356,21225,25158,11,21773.0,89.9,,,0.89,0.0730321438035213,0.899,#481b6d,#b5de2b,#bddf26
357,21226,5826,6,29691.0,96.7,,,0.94,0.09959111659717773,0.9670000000000001,#482475,#d8e219,#eae51a
358,21227,26386,6,27897.0,91.2,,,0.94,0.09357358727262359,0.912,#482173,#d8e219,#c5e021
359,21228,39801,4,39741.0,93.7,,,0.96,0.13330135612436228,0.937,#472f7d,#e5e419,#d5e21a
360,21229,37577,9,23845.0,92.8,,,0.91,0.07998215537569307,0.9279999999999999,#481d6f,#c2df23,#d0e11c
361,21230,29402,6,46184.0,93.6,,,0.94,0.15491280620134237,0.9359999999999999,#453581,#d8e219,#d5e21a
362,21231,14552,5,46343.0,91.7,,,0.95,0.15544613237893665,0.917,#453581,#dfe318,#c8e020
363,21234,56942,5,33528.0,93.7,,,0.95,0.11246138416591475,0.937,#482878,#dfe318,#d5e21a
364,21236,31667,4,36446.0,95.1,,,0.96,0.12224909351321073,0.951,#472c7a,#e5e419,#dfe318
365,21237,24462,5,31694.0,89.3,,,0.95,0.10630968473378974,0.893,#482677,#dfe318,#b8de29
366,21239,26558,10,27530.0,93.4,,,0.9,0.09234257653566073,0.934,#482173,#bddf26,#d5e21a
367,21240,0,0,0.0,0.0,,,1.0,0.0,0.0,#440154,#fde725,#440154
368,21244,28430,5,32319.0,90.9,,,0.95,0.1084060926645848,0.909,#482677,#dfe318,#c2df23
369,21250,2511,15,3016.0,96.8,,,0.85,0.010116426110844635,0.968,#450457,#9bd93c,#eae51a
370,21251,881,4,731.0,98.6,,,0.96,0.0024519587158579005,0.986,#440154,#e5e419,#f6e620
371,21252,2605,16,3542.0,95.1,,,0.84,0.011880763025401756,0.951,#450559,#95d840,#dfe318
372,21286,17964,3,41687.0,95.9,,,0.97,0.13982873185768577,0.9590000000000001,#46307e,#ece51b,#e5e419
373,21401,30618,3,53961.0,94.2,,,0.97,0.18099882936581144,0.9420000000000001,#433e85,#ece51b,#dae319
374,21402,6034,7,13256.0,97.9,,,0.9299999999999999,0.04446397364899087,0.9790000000000001,#471164,#d2e21b,#f1e51d
375,21403,25028,4,52077.0,90.1,,,0.96,0.17467941729922282,0.9009999999999999,#443b84,#e5e419,#bddf26
376,21405,293,0,91584.0,100.0,,,1.0,0.3071958782942954,1.0,#34618d,#fde725,#fde725
377,21409,16566,4,52796.0,96.3,,,0.96,0.17709112498280946,0.963,#433d84,#e5e419,#e7e419
378,21502,35986,8,22183.0,93.4,,,0.92,0.07440738740612285,0.934,#481c6e,#cae11f,#d5e21a
379,21520,1667,6,23606.0,92.6,,,0.94,0.07918048898295704,0.9259999999999999,#481d6f,#d8e219,#d0e11c
380,21521,991,12,21826.0,95.6,,,0.88,0.07320991919605271,0.956,#481b6d,#b0dd2f,#e2e418
381,21522,120,0,35827.0,94.2,,,1.0,0.1201728110985513,0.9420000000000001,#472a7a,#fde725,#dae319
382,21523,163,9,19478.0,94.1,,,0.91,0.06533413388164185,0.941,#48186a,#c2df23,#d8e219
383,21524,538,7,23660.0,100.0,,,0.9299999999999999,0.07936161862817774,1.0,#481d6f,#d2e21b,#fde725
384,21529,435,4,25192.0,93.5,,,0.96,0.08450033374814259,0.935,#481f70,#e5e419,#d5e21a
385,21530,1380,8,24062.0,88.5,,,0.92,0.08071002820926512,0.885,#481d6f,#cae11f,#b2dd2d
386,21531,1759,6,22348.0,91.4,,,0.94,0.07496083909985275,0.914,#481c6e,#d8e219,#c5e021
387,21532,13080,8,22620.0,96.2,,,0.92,0.07587319583133476,0.9620000000000001,#481c6e,#cae11f,#e7e419
388,21536,3330,2,25489.0,90.9,,,0.98,0.08549654679685639,0.909,#481f70,#f1e51d,#c2df23
389,21538,360,10,19941.0,97.2,,,0.9,0.06688715287677482,0.972,#481a6c,#bddf26,#ece51b
390,21539,2240,12,22672.0,97.0,,,0.88,0.0760476169711769,0.97,#481c6e,#b0dd2f,#ece51b
391,21540,67,22,15836.0,92.9,,,0.78,0.05311794558731287,0.929,#481467,#6ece58,#d0e11c
392,21541,1076,0,32002.0,95.4,,,1.0,0.10734279456208554,0.9540000000000001,#482677,#fde725,#e2e418
393,21542,554,13,22594.0,92.6,,,0.87,0.07578598526141368,0.9259999999999999,#481c6e,#a8db34,#d0e11c
394,21543,182,0,28066.0,93.4,,,1.0,0.09414045597711058,0.934,#482374,#fde725,#d5e21a
395,21545,1617,11,22351.0,89.5,,,0.89,0.07497090185792056,0.895,#481c6e,#b5de2b,#bade28
396,21550,12317,4,27025.0,91.8,,,0.96,0.09064867892757833,0.9179999999999999,#482173,#e5e419,#cae11f
397,21555,1605,9,29816.0,92.8,,,0.91,0.10001039818333675,0.9279999999999999,#482475,#c2df23,#d0e11c
398,21557,1495,9,22616.0,96.1,,,0.91,0.07585977882057766,0.961,#481c6e,#c2df23,#e7e419
399,21561,2054,3,27849.0,93.3,,,0.97,0.09341258314353854,0.9329999999999999,#482173,#ece51b,#d2e21b
400,21562,2587,9,19459.0,95.6,,,0.91,0.06527040308054567,0.956,#48186a,#c2df23,#e2e418
401,21601,19908,4,38444.0,93.2,,,0.96,0.12895089038637636,0.932,#472e7c,#e5e419,#d2e21b
402,21607,592,1,33455.0,86.6,,,0.99,0.1122165237195979,0.866,#482878,#f8e621,#a5db36
403,21610,301,15,23483.0,89.9,,,0.85,0.07876791590217658,0.899,#481d6f,#9bd93c,#bddf26
404,21612,313,7,102043.0,100.0,,,0.9299999999999999,0.34227800717139223,1.0,#306a8e,#d2e21b,#fde725
405,21613,14199,8,30764.0,95.2,,,0.92,0.10319022973276669,0.9520000000000001,#482576,#cae11f,#dfe318
406,21617,8257,2,41333.0,96.2,,,0.98,0.13864132640568344,0.9620000000000001,#46307e,#f1e51d,#e7e419
407,21619,5206,5,41746.0,91.5,,,0.95,0.14002663276635283,0.915,#46307e,#dfe318,#c8e020
408,21620,10899,3,30954.0,96.0,,,0.97,0.10382753774372838,0.96,#482576,#ece51b,#e5e419
409,21622,802,3,22652.0,97.0,,,0.97,0.07598053191739146,0.97,#481c6e,#ece51b,#ece51b
410,21623,1531,4,35105.0,93.9,,,0.96,0.11775104065689684,0.9390000000000001,#472a7a,#e5e419,#d8e219
411,21624,143,0,28209.0,96.1,,,1.0,0.09462011411167649,0.961,#482374,#fde725,#e7e419
412,21625,1989,4,33354.0,97.1,,,0.96,0.11187774419798141,0.971,#482878,#e5e419,#ece51b
413,21626,124,0,40873.0,100.0,,,1.0,0.13709837016861828,1.0,#46307e,#fde725,#fde725
414,21627,21,0,38643.0,100.0,,,1.0,0.12961838667154152,1.0,#472e7c,#fde725,#fde725
415,21628,600,0,28537.0,87.6,,,1.0,0.09572030899375773,0.8759999999999999,#482374,#fde725,#addc30
416,21629,7475,6,28271.0,92.0,,,0.94,0.09482807777841136,0.92,#482374,#d8e219,#cae11f
417,21631,1857,9,30502.0,97.9,,,0.91,0.1023114155281774,0.9790000000000001,#482576,#c2df23,#f1e51d
418,21632,4517,9,21127.0,92.8,,,0.91,0.07086529656625153,0.9279999999999999,#481b6d,#c2df23,#d0e11c
419,21634,91,0,26257.0,100.0,,,1.0,0.08807261286221736,1.0,#482071,#fde725,#fde725
420,21635,1665,4,38084.0,93.1,,,0.96,0.12774335941823842,0.9309999999999999,#472d7b,#e5e419,#d2e21b
421,21636,890,0,32207.0,95.4,,,1.0,0.10803041636338633,0.9540000000000001,#482677,#fde725,#e2e418
422,21638,4045,2,40567.0,97.3,,,0.98,0.13607196884570102,0.973,#472f7d,#f1e51d,#efe51c
423,21639,3478,7,21813.0,93.1,,,0.9299999999999999,0.07316631391109218,0.9309999999999999,#481b6d,#d2e21b,#d2e21b
424,21640,1326,3,23117.0,90.8,,,0.97,0.07754025941790299,0.9079999999999999,#481c6e,#ece51b,#c2df23
425,21641,72,2,20081.0,93.3,,,0.98,0.06735674825327291,0.9329999999999999,#481a6c,#f1e51d,#d2e21b
426,21643,4769,8,24112.0,94.5,,,0.92,0.08087774084372872,0.945,#481d6f,#cae11f,#dae319
427,21644,103,0,16878.0,100.0,,,1.0,0.056613076889534396,1.0,#481668,#fde725,#fde725
428,21645,1002,1,45000.0,90.9,,,0.99,0.15094137101724422,0.909,#463480,#f8e621,#c2df23
429,21647,153,0,34593.0,85.7,,,1.0,0.11603366327998954,0.857,#482979,#fde725,#a0da39
430,21648,249,32,16863.0,90.9,,,0.6799999999999999,0.056562763099195314,0.909,#481668,#3bbb75,#c2df23
431,21649,1467,4,15663.0,69.6,,,0.96,0.0525376598720688,0.696,#481467,#e5e419,#42be71
432,21650,129,0,50385.0,100.0,,,1.0,0.16900402174897444,1.0,#443a83,#fde725,#fde725
433,21651,2452,9,32353.0,88.5,,,0.91,0.10852013725602004,0.885,#482677,#c2df23,#b2dd2d
434,21652,125,100,162907.0,100.0,,,0.0,0.546431242851249,1.0,#1e9b8a,#440154,#fde725
435,21653,91,0,57007.0,93.4,,,1.0,0.19121588305733425,0.934,#424086,#fde725,#d5e21a
436,21654,966,7,76047.0,98.3,,,0.9299999999999999,0.2550808542610749,0.983,#3a538b,#d2e21b,#f4e61e
437,21655,4385,3,30271.0,94.4,,,0.97,0.10153658315695555,0.9440000000000001,#482475,#ece51b,#dae319
438,21657,790,1,34051.0,90.6,,,0.99,0.11421565832240406,0.9059999999999999,#482979,#f8e621,#c0df25
439,21658,3145,5,52903.0,93.4,,,0.95,0.17745003002056156,0.934,#433d84,#dfe318,#d5e21a
440,21659,1099,12,33165.0,92.8,,,0.88,0.11124379043970899,0.9279999999999999,#482878,#b0dd2f,#d0e11c
441,21660,3108,8,26126.0,92.7,,,0.92,0.08763320575992271,0.927,#482071,#cae11f,#d0e11c
442,21661,2136,4,30053.0,92.4,,,0.96,0.10080535607069423,0.924,#482475,#e5e419,#cde11d
443,21662,448,5,57138.0,98.7,,,0.95,0.1916552901596289,0.987,#424186,#dfe318,#f6e620
444,21663,2816,1,55637.0,94.1,,,0.99,0.18662055687303147,0.941,#423f85,#f8e621,#d8e219
445,21664,455,3,25073.0,74.7,,,0.97,0.0841011776781192,0.747,#481f70,#ece51b,#5cc863
446,21665,247,13,99828.0,94.7,,,0.87,0.3348483374646546,0.9470000000000001,#31688e,#a8db34,#dde318
447,21666,9617,2,43514.0,97.0,,,0.98,0.1459569515209859,0.97,#46337f,#f1e51d,#ece51b
448,21667,246,6,48092.0,100.0,,,0.94,0.1613127203324735,1.0,#453882,#d8e219,#fde725
449,21668,1634,5,28121.0,95.4,,,0.95,0.09432493987502054,0.9540000000000001,#482374,#dfe318,#e2e418
450,21669,187,7,29585.0,100.0,,,0.9299999999999999,0.09923556581211489,1.0,#482475,#d2e21b,#fde725
451,21671,671,15,35789.0,93.2,,,0.85,0.12004534949635896,0.932,#472a7a,#9bd93c,#d2e21b
452,21672,173,12,26298.0,88.8,,,0.88,0.08821013722247752,0.888,#482071,#b0dd2f,#b5de2b
453,21673,2747,3,66817.0,93.7,,,0.97,0.2241211019390935,0.937,#3e4a89,#ece51b,#d5e21a
454,21675,123,0,18590.0,100.0,,,1.0,0.06235555749356822,1.0,#481769,#fde725,#fde725
455,21676,385,0,36999.0,81.2,,,1.0,0.12410399525037819,0.812,#472c7a,#fde725,#81d34d
456,21677,363,12,37213.0,96.6,,,0.88,0.12482180532588243,0.966,#472c7a,#b0dd2f,#eae51a
457,21678,1668,9,29478.0,93.7,,,0.91,0.09887666077436277,0.937,#482475,#c2df23,#d5e21a
458,21679,330,0,52468.0,100.0,,,1.0,0.17599093010072822,1.0,#433d84,#fde725,#fde725
459,21701,30542,4,40536.0,94.4,,,0.96,0.1359679870123336,0.9440000000000001,#472f7d,#e5e419,#dae319
460,21702,32450,5,36577.0,92.8,,,0.95,0.12268850061550537,0.9279999999999999,#472c7a,#dfe318,#d0e11c
461,21703,27032,5,33374.0,92.2,,,0.95,0.11194482925176685,0.922,#482878,#dfe318,#cde11d
462,21704,11730,4,44810.0,95.9,,,0.96,0.15030406300628252,0.9590000000000001,#463480,#e5e419,#e5e419
463,21705,0,0,0.0,0.0,,,1.0,0.0,0.0,#440154,#fde725,#440154
464,21710,3952,5,44535.0,95.1,,,0.95,0.1493816435167327,0.951,#463480,#dfe318,#dfe318
465,21711,916,11,25133.0,95.2,,,0.89,0.08430243283947553,0.9520000000000001,#481f70,#b5de2b,#dfe318
466,21713,8188,6,35189.0,95.2,,,0.94,0.1180327978827957,0.9520000000000001,#472a7a,#d8e219,#dfe318
467,21714,133,0,28520.0,100.0,,,1.0,0.09566328669804011,1.0,#482374,#fde725,#fde725
468,21716,4090,6,33671.0,98.0,,,0.94,0.11294104230048066,0.98,#482878,#d8e219,#f1e51d
469,21717,70,43,44829.0,100.0,,,0.5700000000000001,0.1503677938073787,1.0,#463480,#1fa188,#fde725
470,21718,131,2,42236.0,100.0,,,0.98,0.14167021658409615,1.0,#46327e,#f1e51d,#fde725
471,21719,769,10,24012.0,93.0,,,0.9,0.08054231557480152,0.93,#481d6f,#bddf26,#d2e21b
472,21722,4526,6,27211.0,87.0,,,0.94,0.09127256992778295,0.87,#482173,#d8e219,#a8db34
473,21723,562,0,52067.0,96.1,,,1.0,0.1746458747723301,0.961,#443b84,#fde725,#e7e419
474,21727,5871,5,24492.0,95.3,,,0.95,0.08215235686565212,0.953,#481f70,#dfe318,#dfe318
475,21733,888,3,51285.0,98.2,,,0.97,0.17202284916931931,0.982,#443b84,#ece51b,#f4e61e
476,21734,623,14,24875.0,89.3,,,0.86,0.08343703564564332,0.893,#481f70,#a2da37,#b8de29
477,21737,1629,4,77548.0,98.2,,,0.96,0.26011558754767233,0.982,#3a548c,#e5e419,#f4e61e
478,21738,2851,4,62996.0,99.5,,,0.96,0.2113045024133848,0.995,#3f4788,#e5e419,#fbe723
479,21740,49211,8,23510.0,91.9,,,0.92,0.07885848072478692,0.919,#481d6f,#cae11f,#cae11f
480,21742,26556,5,36155.0,93.3,,,0.95,0.12127300598063255,0.9329999999999999,#472c7a,#dfe318,#d2e21b
481,21746,2747,0,2425.0,0.0,,,1.0,0.008134062771484827,0.0,#450457,#fde725,#440154
482,21750,2896,5,25216.0,94.9,,,0.95,0.0845808358126851,0.9490000000000001,#481f70,#dfe318,#dde318
483,21754,4934,2,54767.0,97.4,,,0.98,0.18370235703336474,0.9740000000000001,#423f85,#f1e51d,#efe51c
484,21755,4669,5,47025.0,97.4,,,0.95,0.1577337327130202,0.9740000000000001,#453781,#dfe318,#efe51c
485,21756,2919,4,31738.0,95.0,,,0.96,0.1064572718521177,0.95,#482677,#e5e419,#dfe318
486,21757,2854,4,33233.0,90.8,,,0.96,0.11147187962257948,0.9079999999999999,#482878,#e5e419,#c2df23
487,21758,3748,5,34387.0,96.8,,,0.95,0.11534268722599948,0.968,#482979,#dfe318,#eae51a
